freq,landuse,unit,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,L0008,KM2,AL	: 	: 	: 	: 	: 	: 	: 	: 	28106 e	28106 e	28106 e	28106 e
A,L0008,KM2,AL0	: 	: 	: 	: 	: 	: 	: 	: 	28106 e	28106 e	28106 e	28106 e
A,L0008,KM2,AL01	: 	: 	: 	: 	: 	: 	: 	: 	10509 e	10509 e	10509 e	10509 e
A,L0008,KM2,AL011	: 	: 	: 	: 	: 	: 	: 	: 	1638 e	1638 e	1638 e	1638 e
A,L0008,KM2,AL012	: 	: 	: 	: 	: 	: 	: 	: 	3315 e	3315 e	3315 e	3315 e
A,L0008,KM2,AL013	: 	: 	: 	: 	: 	: 	: 	: 	2455 e	2455 e	2455 e	2455 e
A,L0008,KM2,AL014	: 	: 	: 	: 	: 	: 	: 	: 	2339 e	2339 e	2339 e	2339 e
A,L0008,KM2,AL015	: 	: 	: 	: 	: 	: 	: 	: 	762 e	762 e	762 e	762 e
A,L0008,KM2,AL02	: 	: 	: 	: 	: 	: 	: 	: 	4934 e	4934 e	4934 e	4934 e
A,L0008,KM2,AL021	: 	: 	: 	: 	: 	: 	: 	: 	3293 e	3293 e	3293 e	3293 e
A,L0008,KM2,AL022	: 	: 	: 	: 	: 	: 	: 	: 	1641 e	1641 e	1641 e	1641 e
A,L0008,KM2,AL03	: 	: 	: 	: 	: 	: 	: 	: 	12663 e	12663 e	12663 e	12663 e
A,L0008,KM2,AL031	: 	: 	: 	: 	: 	: 	: 	: 	1809 e	1809 e	1809 e	1809 e
A,L0008,KM2,AL032	: 	: 	: 	: 	: 	: 	: 	: 	2863 e	2863 e	2863 e	2863 e
A,L0008,KM2,AL033	: 	: 	: 	: 	: 	: 	: 	: 	2629 e	2629 e	2629 e	2629 e
A,L0008,KM2,AL034	: 	: 	: 	: 	: 	: 	: 	: 	1787 e	1787 e	1787 e	1787 e
A,L0008,KM2,AL035	: 	: 	: 	: 	: 	: 	: 	: 	3575 e	3575 e	3575 e	3575 e
A,TOTAL,KM2,FRG	: z	: z	: z	: z	: z	32376 	32376 	32376 	32376 	32376 	32376 	32376 
A,TOTAL,KM2,FRG0	: z	: z	: z	: z	: z	32376 	32376 	32376 	32376 	32376 	32376 	32376 
A,TOTAL,KM2,FRG01	: z	: z	: z	: z	: z	6912 	6912 	6912 	6912 	6912 	6912 	6912 
A,TOTAL,KM2,FRG02	: z	: z	: z	: z	: z	7232 	7232 	7232 	7232 	7232 	7232 	7232 
A,TOTAL,KM2,FRG03	: z	: z	: z	: z	: z	5213 	5213 	5213 	5213 	5213 	5213 	5213 
A,TOTAL,KM2,FRG04	: z	: z	: z	: z	: z	6246 	6246 	6246 	6246 	6246 	6246 	6246 
A,TOTAL,KM2,FRG05	: z	: z	: z	: z	: z	6773 	6773 	6773 	6773 	6773 	6773 	6773 
A,TOTAL,KM2,FRH	: z	: z	: z	: z	: z	27471 	27471 	27471 	27471 	27471 	27471 	27471 
A,TOTAL,KM2,FRH0	: z	: z	: z	: z	: z	27471 	27471 	27471 	27471 	27471 	27471 	27471 
A,TOTAL,KM2,FRH01	: z	: z	: z	: z	: z	6988 	6988 	6988 	6988 	6988 	6988 	6988 
A,TOTAL,KM2,FRH02	: z	: z	: z	: z	: z	6765 	6765 	6765 	6765 	6765 	6765 	6765 
A,TOTAL,KM2,FRH03	: z	: z	: z	: z	: z	6839 	6839 	6839 	6839 	6839 	6839 	6839 
A,TOTAL,KM2,FRH04	: z	: z	: z	: z	: z	6879 	6879 	6879 	6879 	6879 	6879 	6879 
A,TOTAL,KM2,FRI	: z	: z	: z	: z	: z	84827 	84827 	84827 	84827 	84827 	84827 	84827 
A,TOTAL,KM2,FRI1	: z	: z	: z	: z	: z	41804 	41804 	41804 	41804 	41804 	41804 	41804 
A,TOTAL,KM2,FRI11	: z	: z	: z	: z	: z	9222 	9222 	9222 	9222 	9222 	9222 	9222 
A,TOTAL,KM2,FRI12	: z	: z	: z	: z	: z	10160 	10160 	10160 	10160 	10160 	10160 	10160 
A,TOTAL,KM2,FRI13	: z	: z	: z	: z	: z	9352 	9352 	9352 	9352 	9352 	9352 	9352 
A,TOTAL,KM2,FRI14	: z	: z	: z	: z	: z	5385 	5385 	5385 	5385 	5385 	5385 	5385 
A,TOTAL,KM2,FRI15	: z	: z	: z	: z	: z	7685 	7685 	7685 	7685 	7685 	7685 	7685 
A,TOTAL,KM2,FRI2	: z	: z	: z	: z	: z	17056 	17056 	17056 	17056 	17056 	17056 	17056 
A,TOTAL,KM2,FRI21	: z	: z	: z	: z	: z	5899 	5899 	5899 	5899 	5899 	5899 	5899 
A,TOTAL,KM2,FRI22	: z	: z	: z	: z	: z	5600 	5600 	5600 	5600 	5600 	5600 	5600 
A,TOTAL,KM2,FRI23	: z	: z	: z	: z	: z	5557 	5557 	5557 	5557 	5557 	5557 	5557 
A,TOTAL,KM2,FRI3	: z	: z	: z	: z	: z	25967 	25967 	25967 	25967 	25967 	25967 	25967 
A,TOTAL,KM2,FRI31	: z	: z	: z	: z	: z	5974 	5974 	5974 	5974 	5974 	5974 	5974 
A,TOTAL,KM2,FRI32	: z	: z	: z	: z	: z	6914 	6914 	6914 	6914 	6914 	6914 	6914 
A,TOTAL,KM2,FRI33	: z	: z	: z	: z	: z	6040 	6040 	6040 	6040 	6040 	6040 	6040 
A,TOTAL,KM2,FRI34	: z	: z	: z	: z	: z	7039 	7039 	7039 	7039 	7039 	7039 	7039 
A,TOTAL,KM2,FRJ	: z	: z	: z	: z	: z	73246 	73246 	73246 	73246 	73246 	73246 	73246 
A,TOTAL,KM2,FRJ1	: z	: z	: z	: z	: z	27643 	27643 	27643 	27643 	27643 	27643 	27643 
A,TOTAL,KM2,FRJ11	: z	: z	: z	: z	: z	6323 	6323 	6323 	6323 	6323 	6323 	6323 
A,TOTAL,KM2,FRJ12	: z	: z	: z	: z	: z	5875 	5875 	5875 	5875 	5875 	5875 	5875 
A,TOTAL,KM2,FRJ13	: z	: z	: z	: z	: z	6162 	6162 	6162 	6162 	6162 	6162 	6162 
A,TOTAL,KM2,FRJ14	: z	: z	: z	: z	: z	5176 	5176 	5176 	5176 	5176 	5176 	5176 
A,TOTAL,KM2,FRJ15	: z	: z	: z	: z	: z	4107 	4107 	4107 	4107 	4107 	4107 	4107 
A,TOTAL,KM2,FRJ2	: z	: z	: z	: z	: z	45603 	45603 	45603 	45603 	45603 	45603 	45603 
A,TOTAL,KM2,FRJ21	: z	: z	: z	: z	: z	4911 	4911 	4911 	4911 	4911 	4911 	4911 
A,TOTAL,KM2,FRJ22	: z	: z	: z	: z	: z	8773 	8773 	8773 	8773 	8773 	8773 	8773 
A,TOTAL,KM2,FRJ23	: z	: z	: z	: z	: z	6358 	6358 	6358 	6358 	6358 	6358 	6358 
A,TOTAL,KM2,FRJ24	: z	: z	: z	: z	: z	6301 	6301 	6301 	6301 	6301 	6301 	6301 
A,TOTAL,KM2,FRJ25	: z	: z	: z	: z	: z	5226 	5226 	5226 	5226 	5226 	5226 	5226 
A,TOTAL,KM2,FRJ26	: z	: z	: z	: z	: z	4521 	4521 	4521 	4521 	4521 	4521 	4521 
A,TOTAL,KM2,FRJ27	: z	: z	: z	: z	: z	5782 	5782 	5782 	5782 	5782 	5782 	5782 
A,TOTAL,KM2,FRJ28	: z	: z	: z	: z	: z	3731 	3731 	3731 	3731 	3731 	3731 	3731 
A,TOTAL,KM2,FRK	: z	: z	: z	: z	: z	71134 	71134 	71134 	71134 	71134 	71134 	71134 
A,TOTAL,KM2,FRK1	: z	: z	: z	: z	: z	26172 	26172 	26172 	26172 	26172 	26172 	26172 
A,TOTAL,KM2,FRK11	: z	: z	: z	: z	: z	7379 	7379 	7379 	7379 	7379 	7379 	7379 
A,TOTAL,KM2,FRK12	: z	: z	: z	: z	: z	5774 	5774 	5774 	5774 	5774 	5774 	5774 
A,TOTAL,KM2,FRK13	: z	: z	: z	: z	: z	5004 	5004 	5004 	5004 	5004 	5004 	5004 
A,TOTAL,KM2,FRK14	: z	: z	: z	: z	: z	8015 	8015 	8015 	8015 	8015 	8015 	8015 
A,TOTAL,KM2,FRK2	: z	: z	: z	: z	: z	44962 	44962 	44962 	44962 	44962 	44962 	44962 
A,TOTAL,KM2,FRK21	: z	: z	: z	: z	: z	5785 	5785 	5785 	5785 	5785 	5785 	5785 
A,TOTAL,KM2,FRK22	: z	: z	: z	: z	: z	5566 	5566 	5566 	5566 	5566 	5566 	5566 
A,TOTAL,KM2,FRK23	: z	: z	: z	: z	: z	6559 	6559 	6559 	6559 	6559 	6559 	6559 
A,TOTAL,KM2,FRK24	: z	: z	: z	: z	: z	7879 	7879 	7879 	7879 	7879 	7879 	7879 
A,TOTAL,KM2,FRK25	: z	: z	: z	: z	: z	4804 	4804 	4804 	4804 	4804 	4804 	4804 
A,TOTAL,KM2,FRK26	: z	: z	: z	: z	: z	3259 	3259 	3259 	3259 	3259 	3259 	3259 
A,TOTAL,KM2,FRK27	: z	: z	: z	: z	: z	6270 	6270 	6270 	6270 	6270 	6270 	6270 
A,TOTAL,KM2,FRK28	: z	: z	: z	: z	: z	4840 	4840 	4840 	4840 	4840 	4840 	4840 
A,TOTAL,KM2,FRL	: z	: z	: z	: z	: z	31839 	31839 	31839 	31839 	31839 	31839 	31839 
A,TOTAL,KM2,FRL0	: z	: z	: z	: z	: z	31839 	31839 	31839 	31839 	31839 	31839 	31839 
A,TOTAL,KM2,FRL01	: z	: z	: z	: z	: z	6995 	6995 	6995 	6995 	6995 	6995 	6995 
A,TOTAL,KM2,FRL02	: z	: z	: z	: z	: z	5691 	5691 	5691 	5691 	5691 	5691 	5691 
A,TOTAL,KM2,FRL03	: z	: z	: z	: z	: z	4296 	4296 	4296 	4296 	4296 	4296 	4296 
A,TOTAL,KM2,FRL04	: z	: z	: z	: z	: z	5247 	5247 	5247 	5247 	5247 	5247 	5247 
A,TOTAL,KM2,FRL05	: z	: z	: z	: z	: z	6032 	6032 	6032 	6032 	6032 	6032 	6032 
A,TOTAL,KM2,FRL06	: z	: z	: z	: z	: z	3578 	3578 	3578 	3578 	3578 	3578 	3578 
A,TOTAL,KM2,FRM	: z	: z	: z	: z	: z	8726 	8726 	8726 	8726 	8726 	8726 	8726 
A,TOTAL,KM2,FRM0	: z	: z	: z	: z	: z	8726 	8726 	8726 	8726 	8726 	8726 	8726 
A,TOTAL,KM2,FRM01	: z	: z	: z	: z	: z	4019 	4019 	4019 	4019 	4019 	4019 	4019 
A,TOTAL,KM2,FRM02	: z	: z	: z	: z	: z	4707 	4707 	4707 	4707 	4707 	4707 	4707 
A,TOTAL,KM2,FRY	: z	: z	: z	: z	: z	89415 	89415 	89415 	89415 	89415 	89415 	89415 
A,TOTAL,KM2,FRY1	: z	: z	: z	: z	: z	1685 	1685 	1685 	1685 	1685 	1685 	1685 
A,TOTAL,KM2,FRY10	: z	: z	: z	: z	: z	1685 	1685 	1685 	1685 	1685 	1685 	1685 
A,TOTAL,KM2,FRY2	: z	: z	: z	: z	: z	1108 	1108 	1108 	1108 	1108 	1108 	1108 
A,TOTAL,KM2,FRY20	: z	: z	: z	: z	: z	1108 	1108 	1108 	1108 	1108 	1108 	1108 
A,TOTAL,KM2,FRY3	: z	: z	: z	: z	: z	83751 	83751 	83751 	83751 	83751 	83751 	83751 
A,TOTAL,KM2,FRY30	: z	: z	: z	: z	: z	83751 	83751 	83751 	83751 	83751 	83751 	83751 
A,TOTAL,KM2,FRY4	: z	: z	: z	: z	: z	2504 	2504 	2504 	2504 	2504 	2504 	2504 
A,TOTAL,KM2,FRY40	: z	: z	: z	: z	: z	2504 	2504 	2504 	2504 	2504 	2504 	2504 
A,TOTAL,KM2,FRY5	: z	: z	: z	: z	: z	367 	367 	367 	367 	367 	367 	367 
A,TOTAL,KM2,FRY50	: z	: z	: z	: z	: z	367 	367 	367 	367 	367 	367 	367 
A,TOTAL,KM2,HR	56594 	56594 	56594 	56594 	56594 	56594 	56594 	56594 	56594 	56594 	56594 	56594 
A,TOTAL,KM2,HR0	56594 	56594 	56594 	56594 	56594 	56594 	56594 	56594 	56594 	56594 	56594 	56594 
A,TOTAL,KM2,HR02	: z	: z	: z	: z	: z	: z	: z	: z	23220 	23220 	23220 	23220 
A,TOTAL,KM2,HR021	: z	: z	: z	: z	: z	: z	: z	: z	2640 	2640 	2640 	2640 
A,TOTAL,KM2,HR022	: z	: z	: z	: z	: z	: z	: z	: z	2024 	2024 	2024 	2024 
A,TOTAL,KM2,HR023	: z	: z	: z	: z	: z	: z	: z	: z	1823 	1823 	1823 	1823 
A,TOTAL,KM2,HR024	: z	: z	: z	: z	: z	: z	: z	: z	2030 	2030 	2030 	2030 
A,TOTAL,KM2,HR025	: z	: z	: z	: z	: z	: z	: z	: z	4155 	4155 	4155 	4155 
A,TOTAL,KM2,HR026	: z	: z	: z	: z	: z	: z	: z	: z	2454 	2454 	2454 	2454 
A,TOTAL,KM2,HR027	: z	: z	: z	: z	: z	: z	: z	: z	3626 	3626 	3626 	3626 
A,TOTAL,KM2,HR028	: z	: z	: z	: z	: z	: z	: z	: z	4468 	4468 	4468 	4468 
A,TOTAL,KM2,HR03	24705 	24705 	24705 	24705 	24705 	24705 	24705 	24705 	24705 	24705 	24705 	24705 
A,TOTAL,KM2,HR031	3588 	3588 	3588 	3588 	3588 	3588 	3588 	3588 	3588 	3588 	3588 	3588 
A,TOTAL,KM2,HR032	5353 	5353 	5353 	5353 	5353 	5353 	5353 	5353 	5353 	5353 	5353 	5353 
A,TOTAL,KM2,HR033	3646 	3646 	3646 	3646 	3646 	3646 	3646 	3646 	3646 	3646 	3646 	3646 
A,TOTAL,KM2,HR034	2984 	2984 	2984 	2984 	2984 	2984 	2984 	2984 	2984 	2984 	2984 	2984 
A,TOTAL,KM2,HR035	4540 	4540 	4540 	4540 	4540 	4540 	4540 	4540 	4540 	4540 	4540 	4540 
A,TOTAL,KM2,HR036	2813 	2813 	2813 	2813 	2813 	2813 	2813 	2813 	2813 	2813 	2813 	2813 
A,TOTAL,KM2,HR037	1781 	1781 	1781 	1781 	1781 	1781 	1781 	1781 	1781 	1781 	1781 	1781 
A,TOTAL,KM2,HR04	31889 	31889 	31889 	31889 	31889 	31889 	31889 	31889 	: z	: z	: z	: z
A,TOTAL,KM2,HR041	641 	641 	641 	641 	641 	641 	641 	641 	: z	: z	: z	: z
A,TOTAL,KM2,HR042	3060 	3060 	3060 	3060 	3060 	3060 	3060 	3060 	: z	: z	: z	: z
A,TOTAL,KM2,HR043	1229 	1229 	1229 	1229 	1229 	1229 	1229 	1229 	: z	: z	: z	: z
A,TOTAL,KM2,HR044	1262 	1262 	1262 	1262 	1262 	1262 	1262 	1262 	: z	: z	: z	: z
A,TOTAL,KM2,HR045	1748 	1748 	1748 	1748 	1748 	1748 	1748 	1748 	: z	: z	: z	: z
A,TOTAL,KM2,HR046	729 	729 	729 	729 	729 	729 	729 	729 	: z	: z	: z	: z
A,TOTAL,KM2,HR047	2640 	2640 	2640 	2640 	2640 	2640 	2640 	2640 	: z	: z	: z	: z
A,TOTAL,KM2,HR048	2024 	2024 	2024 	2024 	2024 	2024 	2024 	2024 	: z	: z	: z	: z
A,TOTAL,KM2,HR049	1823 	1823 	1823 	1823 	1823 	1823 	1823 	1823 	: z	: z	: z	: z
A,TOTAL,KM2,HR04A	2030 	2030 	2030 	2030 	2030 	2030 	2030 	2030 	: z	: z	: z	: z
A,TOTAL,KM2,HR04B	4155 	4155 	4155 	4155 	4155 	4155 	4155 	4155 	: z	: z	: z	: z
A,TOTAL,KM2,HR04C	2454 	2454 	2454 	2454 	2454 	2454 	2454 	2454 	: z	: z	: z	: z
A,TOTAL,KM2,HR04D	3626 	3626 	3626 	3626 	3626 	3626 	3626 	3626 	: z	: z	: z	: z
A,TOTAL,KM2,HR04E	4468 	4468 	4468 	4468 	4468 	4468 	4468 	4468 	: z	: z	: z	: z
A,TOTAL,KM2,HR05	: z	: z	: z	: z	: z	: z	: z	: z	641 	641 	641 	641 
A,TOTAL,KM2,HR050	: z	: z	: z	: z	: z	: z	: z	: z	641 	641 	641 	641 
A,TOTAL,KM2,HR06	: z	: z	: z	: z	: z	: z	: z	: z	8028 	8028 	8028 	8028 
A,TOTAL,KM2,HR061	: z	: z	: z	: z	: z	: z	: z	: z	729 	729 	729 	729 
A,TOTAL,KM2,HR062	: z	: z	: z	: z	: z	: z	: z	: z	1262 	1262 	1262 	1262 
A,TOTAL,KM2,HR063	: z	: z	: z	: z	: z	: z	: z	: z	1748 	1748 	1748 	1748 
A,TOTAL,KM2,HR064	: z	: z	: z	: z	: z	: z	: z	: z	1229 	1229 	1229 	1229 
A,TOTAL,KM2,HR065	: z	: z	: z	: z	: z	: z	: z	: z	3060 	3060 	3060 	3060 
A,TOTAL,KM2,HU	93013 	93013 	93013 	93013 	93013 	93012 	93012 	93012 	93012 	93012 	93012 	93012 
A,TOTAL,KM2,HU1	6916 	6916 	6916 	6916 	6916 	6916 	6916 	6916 	6916 	6916 	6916 	6916 
A,TOTAL,KM2,HU10	6916 	6916 	6916 	6916 	6916 	: z	: z	: z	: z	: z	: z	: z
A,TOTAL,KM2,HU101	525 	525 	525 	525 	525 	: z	: z	: z	: z	: z	: z	: z
A,TOTAL,KM2,HU102	6391 	6391 	6391 	6391 	6391 	: z	: z	: z	: z	: z	: z	: z
A,TOTAL,KM2,HU11	: z	: z	: z	: z	: z	525 	525 	525 	525 	525 	525 	525 
A,TOTAL,KM2,HU110	: z	: z	: z	: z	: z	525 	525 	525 	525 	525 	525 	525 
A,TOTAL,KM2,HU12	: z	: z	: z	: z	: z	6391 	6391 	6391 	6391 	6391 	6391 	6391 
A,TOTAL,KM2,HU120	: z	: z	: z	: z	: z	6391 	6391 	6391 	6391 	6391 	6391 	6391 
A,TOTAL,KM2,HU2	36612 	36612 	36612 	36612 	36612 	36611 	36611 	36611 	36611 	36611 	36611 	36611 
A,TOTAL,KM2,HU21	11086 	11086 	11086 	11086 	11086 	11086 	11086 	11086 	11086 	11086 	11086 	11086 
A,TOTAL,KM2,HU211	4359 	4359 	4359 	4359 	4359 	4359 	4359 	4359 	4359 	4359 	4359 	4359 
A,TOTAL,KM2,HU212	2264 	2264 	2264 	2264 	2264 	2264 	2264 	2264 	2264 	2264 	2264 	2264 
A,TOTAL,KM2,HU213	4463 	4463 	4463 	4463 	4463 	4463 	4463 	4463 	4463 	4463 	4463 	4463 
A,TOTAL,KM2,HU22	11329 	11329 	11329 	11329 	11329 	11328 	11328 	11328 	11328 	11328 	11328 	11328 
A,TOTAL,KM2,HU221	4208 	4208 	4208 	4208 	4208 	4208 	4208 	4208 	4208 	4208 	4208 	4208 
A,TOTAL,KM2,HU222	3336 	3336 	3336 	3336 	3336 	3336 	3336 	3336 	3336 	3336 	3336 	3336 
A,TOTAL,KM2,HU223	3784 	3784 	3784 	3784 	3784 	3784 	3784 	3784 	3784 	3784 	3784 	3784 
A,TOTAL,KM2,HU23	14197 	14197 	14197 	14197 	14197 	14197 	14197 	14197 	14197 	14197 	14197 	14197 
A,TOTAL,KM2,HU231	4429 	4429 	4429 	4429 	4429 	4429 	4429 	4429 	4429 	4429 	4429 	4429 
A,TOTAL,KM2,HU232	6065 	6065 	6065 	6065 	6065 	6065 	6065 	6065 	6065 	6065 	6065 	6065 
A,TOTAL,KM2,HU233	3703 	3703 	3703 	3703 	3703 	3703 	3703 	3703 	3703 	3703 	3703 	3703 
A,TOTAL,KM2,HU3	49485 	49485 	49485 	49485 	49485 	49485 	49485 	49485 	49485 	49485 	49485 	49485 
A,TOTAL,KM2,HU31	13426 	13426 	13426 	13426 	13426 	13426 	13426 	13426 	13426 	13426 	13426 	13426 
A,TOTAL,KM2,HU311	7245 	7245 	7245 	7245 	7245 	7245 	7245 	7245 	7245 	7245 	7245 	7245 
A,TOTAL,KM2,HU312	3637 	3637 	3637 	3637 	3637 	3637 	3637 	3637 	3637 	3637 	3637 	3637 
A,TOTAL,KM2,HU313	2544 	2544 	2544 	2544 	2544 	2544 	2544 	2544 	2544 	2544 	2544 	2544 
A,TOTAL,KM2,HU32	17723 	17723 	17723 	17723 	17723 	17723 	17723 	17723 	17723 	17723 	17723 	17723 
A,TOTAL,KM2,HU321	6209 	6209 	6209 	6209 	6209 	6209 	6209 	6209 	6209 	6209 	6209 	6209 
A,TOTAL,KM2,HU322	5582 	5582 	5582 	5582 	5582 	5582 	5582 	5582 	5582 	5582 	5582 	5582 
A,TOTAL,KM2,HU323	5932 	5932 	5932 	5932 	5932 	5932 	5932 	5932 	5932 	5932 	5932 	5932 
A,TOTAL,KM2,HU33	18336 	18336 	18336 	18336 	18336 	18336 	18336 	18336 	18336 	18336 	18336 	18336 
A,TOTAL,KM2,HU331	8444 	8444 	8444 	8444 	8444 	8444 	8444 	8444 	8444 	8444 	8444 	8444 
A,TOTAL,KM2,HU332	5630 	5630 	5630 	5630 	5630 	5630 	5630 	5630 	5630 	5630 	5630 	5630 
A,TOTAL,KM2,HU333	4262 	4262 	4262 	4262 	4262 	4262 	4262 	4262 	4262 	4262 	4262 	4262 
A,TOTAL,KM2,IE	69946 	69946 	69946 	69946 	69946 	69947 	69947 	69947 	69947 	69947 	69947 	69947 
A,TOTAL,KM2,IE0	69946 	69946 	69946 	69946 	69946 	69947 	69947 	69947 	69947 	69947 	69947 	69947 
A,TOTAL,KM2,IE01	33273 	33273 	33273 	33273 	33273 	: z	: z	: z	: z	: z	: z	: z
A,TOTAL,KM2,IE011	12339 	12339 	12339 	12339 	12339 	: z	: z	: z	: z	: z	: z	: z
A,TOTAL,KM2,IE012	6651 	6651 	6651 	6651 	6651 	: z	: z	: z	: z	: z	: z	: z
A,TOTAL,KM2,IE013	14283 	14283 	14283 	14283 	14283 	: z	: z	: z	: z	: z	: z	: z
A,TOTAL,KM2,IE02	36673 	36673 	36673 	36673 	36673 	: z	: z	: z	: z	: z	: z	: z
A,TOTAL,KM2,IE021	926 	926 	926 	926 	926 	: z	: z	: z	: z	: z	: z	: z
A,TOTAL,KM2,IE022	6062 	6062 	6062 	6062 	6062 	: z	: z	: z	: z	: z	: z	: z
A,TOTAL,KM2,IE023	7977 	7977 	7977 	7977 	7977 	: z	: z	: z	: z	: z	: z	: z
A,TOTAL,KM2,IE024	9455 	9455 	9455 	9455 	9455 	: z	: z	: z	: z	: z	: z	: z
A,TOTAL,KM2,IE025	12253 	12253 	12253 	12253 	12253 	: z	: z	: z	: z	: z	: z	: z
A,TOTAL,KM2,IE04	: z	: z	: z	: z	: z	25796 	25796 	25796 	25796 	25796 	25796 	25796 
A,TOTAL,KM2,IE041	: z	: z	: z	: z	: z	11513 	11513 	11513 	11513 	11513 	11513 	11513 
A,TOTAL,KM2,IE042	: z	: z	: z	: z	: z	14283 	14283 	14283 	14283 	14283 	14283 	14283 
A,TOTAL,KM2,IE05	: z	: z	: z	: z	: z	29685 	29685 	29685 	29685 	29685 	29685 	29685 
A,TOTAL,KM2,IE051	: z	: z	: z	: z	: z	10236 	10236 	10236 	10236 	10236 	10236 	10236 
A,TOTAL,KM2,IE052	: z	: z	: z	: z	: z	7196 	7196 	7196 	7196 	7196 	7196 	7196 
A,TOTAL,KM2,IE053	: z	: z	: z	: z	: z	12253 	12253 	12253 	12253 	12253 	12253 	12253 
A,TOTAL,KM2,IE06	: z	: z	: z	: z	: z	14466 	14466 	14466 	14466 	14466 	14466 	14466 
A,TOTAL,KM2,IE061	: z	: z	: z	: z	: z	926 	926 	926 	926 	926 	926 	926 
A,TOTAL,KM2,IE062	: z	: z	: z	: z	: z	6889 	6889 	6889 	6889 	6889 	6889 	6889 
A,TOTAL,KM2,IE063	: z	: z	: z	: z	: z	6651 	6651 	6651 	6651 	6651 	6651 	6651 
A,TOTAL,KM2,IS	102679 	102679 	102679 	102679 	102679 	102679 	102679 	102679 	102679 	102679 	102679 	102679 
A,TOTAL,KM2,IS0	102679 	102679 	102679 	102679 	102679 	102679 	102679 	102679 	102679 	102679 	102679 	102679 
A,TOTAL,KM2,IS00	102679 	102679 	102679 	102679 	102679 	102679 	102679 	102679 	102679 	102679 	102679 	102679 
A,TOTAL,KM2,IS001	1044 	1044 	1044 	1044 	1044 	1044 	1044 	1044 	1044 	1044 	1044 	1044 
A,TOTAL,KM2,IS002	101635 	101635 	101635 	101635 	101635 	101635 	101635 	101635 	101635 	101635 	101635 	101635 
A,TOTAL,KM2,IT	302073 	302073 	302073 	302073 	302073 	302073 	302073 	302073 	302079 	302079 	302079 	302073 
A,TOTAL,KM2,ITC	57928 	57928 	57928 	57928 	57928 	57928 	57928 	57928 	57928 	57928 	57928 	57928 
A,TOTAL,KM2,ITC1	25387 	25387 	25387 	25387 	25387 	25387 	25387 	25387 	25387 	25387 	25387 	25387 
A,TOTAL,KM2,ITC11	6827 	6827 	6827 	6827 	6827 	6827 	6827 	6827 	6827 	6827 	6827 	6827 
A,TOTAL,KM2,ITC12	2082 	2082 	2082 	2082 	2082 	2082 	2082 	2082 	2082 	2082 	2082 	2082 
A,TOTAL,KM2,ITC13	913 	913 	913 	913 	913 	913 	913 	913 	913 	913 	913 	913 
A,TOTAL,KM2,ITC14	2261 	2261 	2261 	2261 	2261 	2261 	2261 	2261 	2261 	2261 	2261 	2261 
A,TOTAL,KM2,ITC15	1340 	1340 	1340 	1340 	1340 	1340 	1340 	1340 	1340 	1340 	1340 	1340 
A,TOTAL,KM2,ITC16	6895 	6895 	6895 	6895 	6895 	6895 	6895 	6895 	6895 	6895 	6895 	6895 
A,TOTAL,KM2,ITC17	1510 	1510 	1510 	1510 	1510 	1510 	1510 	1510 	1510 	1510 	1510 	1510 
A,TOTAL,KM2,ITC18	3559 	3559 	3559 	3559 	3559 	3559 	3559 	3559 	3559 	3559 	3559 	3559 
A,TOTAL,KM2,ITC2	3261 	3261 	3261 	3261 	3261 	3261 	3261 	3261 	3261 	3261 	3261 	3261 
A,TOTAL,KM2,ITC20	3261 	3261 	3261 	3261 	3261 	3261 	3261 	3261 	3261 	3261 	3261 	3261 
A,TOTAL,KM2,ITC3	5416 	5416 	5416 	5416 	5416 	5416 	5416 	5416 	5416 	5416 	5416 	5416 
A,TOTAL,KM2,ITC31	1155 	1155 	1155 	1155 	1155 	1155 	1155 	1155 	1155 	1155 	1155 	1155 
A,TOTAL,KM2,ITC32	1546 	1546 	1546 	1546 	1546 	1546 	1546 	1546 	1546 	1546 	1546 	1546 
A,TOTAL,KM2,ITC33	1834 	1834 	1834 	1834 	1834 	1834 	1834 	1834 	1834 	1834 	1834 	1834 
A,TOTAL,KM2,ITC34	881 	881 	881 	881 	881 	881 	881 	881 	881 	881 	881 	881 
A,TOTAL,KM2,ITC4	23864 	23864 	23864 	23864 	23864 	23864 	23864 	23864 	23864 	23864 	23864 	23864 
A,TOTAL,KM2,ITC41	1198 	1198 	1198 	1198 	1198 	1198 	1198 	1198 	1198 	1198 	1198 	1198 
A,TOTAL,KM2,ITC42	1279 	1279 	1279 	1279 	1279 	1279 	1279 	1279 	1279 	1279 	1279 	1279 
A,TOTAL,KM2,ITC43	815 	815 	815 	815 	815 	815 	815 	815 	815 	815 	815 	815 
A,TOTAL,KM2,ITC44	3196 	3196 	3196 	3196 	3196 	3196 	3196 	3196 	3196 	3196 	3196 	3196 
A,TOTAL,KM2,ITC46	2746 	2746 	2746 	2746 	2746 	2746 	2746 	2746 	2746 	2746 	2746 	2746 
A,TOTAL,KM2,ITC47	4786 	4786 	4786 	4786 	4786 	4786 	4786 	4786 	4786 	4786 	4786 	4786 
A,TOTAL,KM2,ITC48	2969 	2969 	2969 	2969 	2969 	2969 	2969 	2969 	2969 	2969 	2969 	2969 
